"SupportedOn","Hive","EditorDir","EditorName","Properties","Drive","Path","ADMX"
"At least Windows Vista","User","Unknown","TPM Management","Restrict_Run (toggle)","HKCU:\","Software\Policies\Microsoft\MMC\FX:{7d3830aa-e69e-4e17-8bd1-1b87b97099da}","MMCSnapins.admx"
"At least Windows Vista","User","Unknown","Windows Firewall with Advanced Security","Restrict_Run (toggle)","HKCU:\","Software\Policies\Microsoft\MMC\FX:{b05566ac-fe9c-4368-be02-7a4cbb7cbe11}","MMCSnapins.admx"
"At least Windows 2000","User","Unknown","Wireless Monitor","Restrict_Run (toggle)","HKCU:\","Software\Policies\Microsoft\MMC\{23DC5869-BD9F-46fd-AADD-1F869BA64FC3}","MMCSnapins.admx"
"At least Windows 2000","User","Unknown","WMI Control","Restrict_Run (toggle)","HKCU:\","Software\Policies\Microsoft\MMC\{5C659257-E236-11D2-8899-00104B2AFB46}","MMCSnapins.admx"
"At least Windows Vista","User","Windows Components > Windows Mobility Center","Turn off Windows Mobility Center","NoMobilityCenter (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\MobilityCenter","MobilePCMobilityCenter.admx"
"At least Windows Vista","Computer","Windows Components > Windows Mobility Center","Turn off Windows Mobility Center","NoMobilityCenter (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\MobilityCenter","MobilePCMobilityCenter.admx"
"At least Windows Vista","User","Windows Components > Presentation Settings","Turn off Windows presentation settings","NoPresentationSettings (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\PresentationSettings","MobilePCPresentationSettings.admx"
"At least Windows Vista","Computer","Windows Components > Presentation Settings","Turn off Windows presentation settings","NoPresentationSettings (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\PresentationSettings","MobilePCPresentationSettings.admx"
"At least Windows Server 2016, Windows 10 Version 1703","Computer","Windows Components > Microsoft account","Block all consumer Microsoft account user authentication","DisableUserAuth (toggle)","HKLM:\","Software\Policies\Microsoft\MicrosoftAccount","MSAPolicy.admx"
"At least Windows 11 Version 22H2","Computer","Windows Components > Microsoft account","Only allow device authentication for the Microsoft Account Sign-In Assistant","EnterpriseDeviceAuthOnly (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\System","MSAPolicy.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > Maintenance Scheduler","Automatic Maintenance Activation Boundary","Activation Boundary (text)","HKLM:\","Software\Policies\Microsoft\Windows\Task Scheduler\Maintenance","msched.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > Maintenance Scheduler","Automatic Maintenance Random Delay","Randomized (toggle), Random Delay (text)","HKLM:\","Software\Policies\Microsoft\Windows\Task Scheduler\Maintenance","msched.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > Maintenance Scheduler","Automatic Maintenance WakeUp Policy","WakeUp (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Task Scheduler\Maintenance","msched.admx"
"At least Windows Vista","Computer","Troubleshooting and Diagnostics > Microsoft Support Diagnostic Tool","Microsoft Support Diagnostic Tool: Configure execution level","","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\WDI\{C295FBBA-FD47-46ac-8BEE-B1715EC634E5}","MSDT.admx"
"At least Windows Vista","Computer","Troubleshooting and Diagnostics > Microsoft Support Diagnostic Tool","Microsoft Support Diagnostic Tool: Restrict tool download","DownloadToolsEnabled (toggle), DownloadToolsLevel (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\WDI\{C295FBBA-FD47-46ac-8BEE-B1715EC634E5}","MSDT.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Troubleshooting and Diagnostics > Microsoft Support Diagnostic Tool","Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider","DisableQueryRemoteServer (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\ScriptedDiagnosticsProvider\Policy","MSDT.admx"
"At least Windows Server 2016, Windows 10 Version 1903","Computer","Troubleshooting and Diagnostics > Microsoft Support Diagnostic Tool","Troubleshooting: Allow users to access recommended troubleshooting for known problems","TroubleshootingAllowRecommendations (toggle), TroubleshootingAllowRecommendations (enum)","HKLM:\","Software\Policies\Microsoft\Windows\Troubleshooting\AllowRecommendations","MSDT.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Allow users to browse for source while elevated","AllowLockdownBrowse (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Allow users to use media source while elevated","AllowLockdownMedia (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Allow users to patch elevated products","AllowLockdownPatch (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Both","Windows Components > Windows Installer","Always install with elevated privileges","AlwaysInstallElevated (toggle)","Both","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v4.0","Computer","Windows Components > Windows Installer","Prohibit use of Restart Manager","DisableAutomaticApplicationShutdown (enum)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Remove browse dialog box for new source","DisableBrowse (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v3.0","Computer","Windows Components > Windows Installer","Prohibit flyweight patching","DisableFlyweightPatching (enum)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v4.0","Computer","Windows Components > Windows Installer","Turn off logging via package settings","DisableLoggingFromPackage (enum)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","User","Windows Components > Windows Installer","Prevent removable media source for any installation","DisableMedia (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Turn off Windows Installer","DisableMSI (enum)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Prevent users from using Windows Installer to install updates and upgrades","DisablePatch (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","User","Windows Components > Windows Installer","Prohibit rollback","DisableRollback (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Prohibit rollback","DisableRollback (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Allow user control over installs","EnableUserControl (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v3.0","Computer","Windows Components > Windows Installer","Prohibit non-administrators from applying vendor signed updates","DisableLUAPatching (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v3.0","Computer","Windows Components > Windows Installer","Prohibit removal of updates","DisablePatchUninstall (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","Windows Components > Windows Installer","Turn off creation of System Restore checkpoints","LimitSystemRestoreCheckpointing (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Microsoft Windows XP or Windows 2000 with Windows Installer v2.0","Computer","Windows Components > Windows Installer","Prohibit User Installs","DisableUserInstalls (enum)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v3.0","Computer","Windows Components > Windows Installer","Enforce upgrade component rules","EnforceUpgradeComponentRules (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v3.0","Computer","Windows Components > Windows Installer","Control maximum size of baseline file cache","MaxPatchCacheSize (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Specify the types of events Windows Installer records in its transaction log","Logging (text)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Prevent Internet Explorer security prompt for Windows Installer scripts","SafeForScripting (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","User","Windows Components > Windows Installer","Specify the order in which Windows Installer searches for installation files","SearchOrder (text)","HKCU:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows 2000","Computer","Windows Components > Windows Installer","Save copies of transform files in a secure location on workstation","TransformsSecure (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v4.5","Computer","Windows Components > Windows Installer","Turn off shared components","DisableSharedComponent (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"Windows Installer v4.5","Computer","Windows Components > Windows Installer","Prevent embedded UI","MsiDisableEmbeddedUI (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Installer","MSI.admx"
"At least Windows Vista","Computer","Troubleshooting and Diagnostics > MSI Corrupted File Recovery","Configure MSI Corrupted File Recovery behavior","ScenarioExecutionEnabled (toggle), EnabledScenarioExecutionLevel (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\WDI\{54077489-683b-4762-86c8-02cf87a33423}","Msi-FileRecovery.admx"
"At least Windows Server 2016, Windows 10 Version 1909","User","Windows Components > Multitasking","Configure the inclusion of app tabs into Alt-Tab","MultiTaskingAltTabFilter (enum)","HKCU:\","Software\Policies\Microsoft\Windows\Explorer","Multitasking.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","Support Email Address","SupportEmail (text)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","Friendly Name","FriendlyName (text)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","User Interface","ShowUI (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","Prefer Local Names Allowed","NamePreferenceAllowed (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","DirectAccess Passive Mode","PassiveMode (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","Corporate Resources","Probe (list)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","IPsec Tunnel Endpoints","DTE (list)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant\DTEs","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > DirectAccess Client Experience Settings","Custom Commands","CustomCommand (list)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\NetworkConnectivityAssistant\CustomCommands","nca.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > Network Connectivity Status Indicator","Specify corporate Website probe URL","WebProbeUrl (text)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator\CorporateConnectivity","NCSI.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > Network Connectivity Status Indicator","Specify corporate DNS probe host name","DnsProbeHost (text)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator\CorporateConnectivity","NCSI.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > Network Connectivity Status Indicator","Specify corporate DNS probe host address","DnsProbeContent (text)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator\CorporateConnectivity","NCSI.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > Network Connectivity Status Indicator","Specify corporate site prefix list","SitePrefixes (text)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator\CorporateConnectivity","NCSI.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Network > Network Connectivity Status Indicator","Specify domain location determination URL","DomainLocationDeterminationUrl (text)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator\CorporateConnectivity","NCSI.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Network > Network Connectivity Status Indicator","Specify passive polling","DisablePassivePolling (boolean)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator","NCSI.admx"
"At least Windows Server 2016, Windows 10 Version 1709","Computer","Network > Network Connectivity Status Indicator","Specify global DNS","UseGlobalDns (boolean)","HKLM:\","Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator","NCSI.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Contact PDC on logon failure","AvoidPdcOnWan (toggle)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Use initial DC discovery retry setting for background callers","BackgroundRetryInitialPeriod (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Use maximum DC discovery retry interval setting for background callers","BackgroundRetryMaximumPeriod (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Use final DC discovery retry setting for background callers","BackgroundRetryQuitTime (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Use positive periodic DC cache refresh for background callers","BackgroundSuccessfulRefreshPeriod (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003","Computer","System > Net Logon","Specify log file debug output level","dbFlag (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Specify expected dial-up delay on logon","ExpectedDialupDelay (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003","Computer","System > Net Logon","Specify maximum log file size","MaximumLogFileSize (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Specify negative DC Discovery cache setting","NegativeCachePeriod (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003","Computer","System > Net Logon","Set Netlogon share compatibility","AllowExclusiveScriptsShareAccess (toggle)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Specify positive periodic DC Cache refresh for non-background callers","NonBackgroundSuccessfulRefreshPeriod (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Set scavenge interval","ScavengeInterval (decimal)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Net Logon","Specify site name","SiteName (text)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003","Computer","System > Net Logon","Set SYSVOL share compatibility","AllowExclusiveSysvolShareAccess (toggle)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","DC Locator DNS Records","Use DNS name resolution with a single-label domain name instead of NetBIOS name resolution to locate the DC","AllowSingleLabelDnsDomain (toggle)","HKLM:\","Software\Policies\Microsoft\Netlogon\Parameters","Netlogon.admx"
